V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,Q77,Consent,Timing_1,Timing_2,Timing_3,Timing_4,rmq_1,rmq_2,rmq_3,rmq_4,rmq_5,rmq_6,rmq_7,rmq_8,Timing_1,Timing_2,Timing_3,Timing_4,rmq_9,rmq_10,rmq_11,rmq_12,rmq_13,rmq_14,rmq_15,rmq_16,Timing_1,Timing_2,Timing_3,Timing_4,rmq_17,rmq_18,rmq_19,rmq_20,rmq_21,rmq_22,rmq_23,rmq_24,Timing_1,Timing_2,Timing_3,Timing_4,rmq_25,rmq_26,rmq_27,rmq_28,rmq_29,rmq_30,Timing_1,Timing_2,Timing_3,Timing_4,rfq_1,rfq_2,rfq_3,rfq_4,rfq_5,rfq_6,rfq_7,rfq_8,rfq_9,rfq_10,rfq_11,rfq_x1,rfq_x2,rfq_x3,rfq_x4,Timing_1,Timing_2,Timing_3,Timing_4,Afraid_1,Afraid_2,Afraid_3,Afraid_4,Afraid_5,Afraid_6,Angry_1,Angry_2,Angry_3,Angry_4,Angry_5,Angry_6,Guilty_1,Guilty_2,Guilty_3,Guilty_4,Guilty_5,Guilty_6,Sad_1,Sad_2,Sad_3,Sad_4,Sad_5,Happy_1,Happy_2,Happy_3,Happy_4,Happy_5,Happy_6,Happy_7,Happy_8,Proud_1,Proud_2,Proud_3,Proud_4,Proud_5,Alert_1,Alert_2,Alert_3,Alert_4,Shy_1,Shy_2,Shy_3,Shy_4,Sleepy_1,Sleepy_2,Sleepy_3,Sleepy_4,Calm_1,Calm_2,Calm_3,Amazed_1,Amazed_2,Amazed_3,Dejected_1,Dejected_2,Dejected_3,Dejected_4,Dejected_5,Hopeful_1,Hopeful_2,Hopeful_3,Hopeful_4,Anxious_1,Anxious_2,Anxious_3,Anxious_4,Anxious_5,Anxious_6,Peaceful_1,Peaceful_2,Frustrated_1,Frustrated_2,Frustrated_3,Frustrated_4,Frustrated_5,Frustrated_6,Frustrated_7,Frustrated_8,Virtuous_1,Virtuous_2,Virtuous_3,Virtuous_4,Virtuous_5,Virtuous_6,Virtuous_7,Virtuous_8,Virtuous_9,Directions,attn1,attn2,attn3,Timing_1,Timing_2,Timing_3,Timing_4,Age ,Gender,Ethnic,Ethnic_TEXT,Education,Education_TEXT,Timing_1,Timing_2,Timing_3,Timing_4,Relation,Timing_1,Timing_2,Timing_3,Timing_4,Job,Timing_1,Timing_2,Timing_3,Timing_4,Language,Timing_1,Timing_2,Timing_3,Timing_4,Proficient,Timing_1,Timing_2,Timing_3,Timing_4,I.D,DO-BR-FL_10,DO-BL-emo,DO-Q-Afraid,DO-Q-Guilty,DO-Q-Angry,DO-Q-Sad,DO-Q-Happy,DO-Q-Proud,DO-Q-Alert,DO-Q-Shy,DO-Q-Sleepy,DO-Q-Calm,DO-Q-Amazed,DO-Q-Dejected,DO-Q-Hopeful,DO-Q-Anxious,DO-Q-Peaceful,DO-Q-Frustrated,DO-Q-Virtuous,LocationLatitude,LocationLongitude,LocationAccuracy
R_3iRynG3AVpypYck,Default Response Set,Anonymous,,,74.138.229.10,0,11/2/15 15:12,11/2/15 15:23,1,1,2,89.914,92.026,94.16,2,3,4,1,4,4,5,3,4,3.266,35.825,40.07,9,5,4,5,1,4,1,5,4,4.213,39.871,41.707,9,2,3,5,5,4,4,1,5,4.71,25.526,27.127,10,5,2,3,5,2,4,3.802,55.417,56.911,7,3,3,4,3,4,3,2,2,3,2,2,,,,,4.522,47.815,49.687,13,5,5,5,6,6,6,6,4,6,5,4,3,5,5,6,7,5,7,6,6,5,5,5,4,2,4,3,3,3,3,4,4,3,3,4,1,6,5,6,5,3,3,2,4,4,5,4,4,4,4,4,3,4,4,5,4,4,5,6,4,4,4,5,5,7,5,5,4,6,2,2,7,3,4,2,4,4,4,4,1,3,4,3,5,3,4,4,6,1,emotion,emotion,emotion,7.622,23.288,24.607,4,35,2,4,,3,,1.742,12.936,14.447,6,4,2.256,2.256,4.16,1,Web editor,1.755,1.755,9.383,1,English,1.411,1.411,5.217,1,1,3.405,3.405,5.011,1,A3FTLSX6WG26S5,rfq|rmq,Dejected|Sleepy|Amazed|Calm|Hopeful|Virtuous|Afraid|Proud|Sad|Anxious|Shy|Alert|Angry|Frustrated|Happy|Guilty|Peaceful,1|2|5|3|6|4,6|2|4|1|5|3,1|3|5|2|4|6,1|4|3|5|2,4|6|3|7|5|8|1|2,2|1|4|3|5,1|4|2|3,2|1|4|3,4|3|1|2,3|2|1,1|2|3,5|4|1|2|3,1|2|3|4,1|6|4|5|3|2,2|1,4|8|7|6|1|5|3|2,9|3|8|7|2|5|6|4|1,37.854599,-85.89610291,-1
R_2VHKuxHgzNLraAT,Default Response Set,Anonymous,,,148.74.53.209,0,11/2/15 15:16,11/2/15 15:23,1,1,2,2.502,4.325,5.037,2,6,1,4,6,5,4,3,5,3.953,27.76,28.395,10,5,3,5,1,3,3,4,6,3.023,29.937,30.627,10,3,4,3,6,5,2,3,3,2.783,28.779,29.704,10,5,1,1,6,4,4,3.91,34.485,35.881,8,3,1,4,1,5,1,5,1,1,4,1,,,,,5.32,44.038,44.873,12,2,2,2,3,3,3,3,3,4,3,3,3,4,3,3,4,2,4,4,4,4,6,4,4,4,4,4,4,4,5,5,3,4,4,2,3,6,6,6,5,6,4,4,5,4,4,4,4,5,6,5,3,4,3,4,4,4,4,4,4,4,4,4,4,4,5,3,2,4,5,5,4,2,4,3,4,4,4,3,5,4,4,5,5,6,6,5,5,1,emotion,emotion,emotion,4.633,18.471,19.588,4,28,2,4,,4,,1.648,9.519,10.759,6,1,1.769,1.769,2.854,1,Unemployed,1.1,1.663,7.081,2,English,1.094,1.094,5.074,1,1,2.395,3.155,5.692,2,A28A7NZUJWGZ7Q,rmq|rfq,Shy|Dejected|Hopeful|Anxious|Virtuous|Frustrated|Calm|Guilty|Proud|Angry|Alert|Sad|Amazed|Afraid|Sleepy|Peaceful|Happy,2|6|5|4|1|3,2|3|4|1|6|5,5|4|1|2|3|6,3|5|4|1|2,2|8|1|6|4|3|7|5,4|2|3|5|1,1|2|3|4,1|3|4|2,4|3|2|1,2|1|3,1|2|3,3|5|4|1|2,3|4|2|1,3|5|4|6|2|1,1|2,7|6|5|1|2|4|3|8,5|4|3|1|7|6|9|2|8,40.69030762,-73.37490082,-1
R_3GwfEZ35d0Vs4ad,Default Response Set,Anonymous,,,174.96.226.166,0,11/2/15 15:13,11/2/15 15:24,1,1,2,7.14,9.521,10.321,3,4,1,1,6,4,5,6,4,5.457,29.276,30.529,9,4,5,5,1,1,1,4,6,2.905,36.108,37.267,12,4,2,5,6,3,2,1,5,83.426,107.785,109.377,10,5,2,1,2,3,2,3.728,28.542,29.359,9,2,5,3,5,4,4,3,4,4,2,5,,,,,8.674,61.08,61.711,14,1,1,1,2,3,1,1,1,2,1,1,1,2,1,1,1,1,2,2,4,2,1,2,6,4,6,4,6,7,5,7,5,4,4,4,2,5,5,5,6,3,2,1,4,5,5,5,6,6,5,5,2,4,1,1,2,1,2,2,6,4,5,3,4,2,3,1,1,4,4,1,3,5,5,1,1,3,1,2,1,1,1,2,2,6,4,3,2,1,emotion,emotion,emotion,9.474,22.021,29.388,2,25,2,8,blk/wht,2,,1.29,16.966,21.297,7,4,1.422,1.422,2.261,1,Homemaker,0.884,0.884,4.44,1,English,0.993,0.993,3.895,1,1,3.478,3.478,4.637,1,A1FPJOVN9GA7EA,rmq|rfq,Sleepy|Shy|Peaceful|Amazed|Sad|Proud|Anxious|Frustrated|Angry|Hopeful|Calm|Dejected|Happy|Virtuous|Guilty|Alert|Afraid,4|6|3|5|1|2,1|3|6|4|5|2,1|3|2|6|4|5,2|1|3|4|5,4|2|7|3|1|5|6|8,3|1|4|2|5,4|1|3|2,4|2|3|1,1|4|2|3,1|2|3,3|2|1,2|4|1|5|3,1|4|3|2,1|4|2|5|3|6,2|1,4|7|1|2|3|8|6|5,8|4|9|2|3|6|7|5|1,41.39889526,-83.65390015,-1
R_2zGaeQVDBWHNzES,Default Response Set,Anonymous,,,73.246.28.166,0,11/2/15 15:17,11/2/15 15:24,1,1,2,14.12,14.12,14.696,1,4,1,1,4,6,4,4,3,6.217,23.431,24.641,8,5,4,3,1,5,1,5,2,2.35,22.725,23.581,8,1,1,3,5,2,3,1,6,1.631,25.842,26.55,8,2,1,2,2,2,3,13.342,25.889,28.296,7,2,4,3,4,3,4,4,5,4,2,1,,,,,7.63,37.665,39.492,11,5,4,5,4,3,2,4,2,4,3,5,5,6,6,5,5,6,6,6,6,6,6,6,2,2,3,2,2,3,2,3,2,2,2,2,2,5,5,5,4,5,5,5,5,6,6,5,5,4,3,4,3,4,3,6,6,6,6,5,3,2,2,2,6,6,4,6,5,5,2,2,6,5,4,5,6,6,5,4,4,2,2,4,5,4,3,3,3,1,emotion,emotion,emotion,4.472,4.472,12.992,1,43,1,4,,4,,0.985,5.886,7.031,4,1,0.876,0.876,1.726,1,Food service,0.985,0.985,5.249,1,English,0.922,0.922,4.361,1,1,1.798,1.798,3.056,1,A36662QQDZ9J3R,rfq|rmq,Virtuous|Anxious|Guilty|Calm|Frustrated|Shy|Proud|Alert|Dejected|Sleepy|Happy|Sad|Hopeful|Peaceful|Amazed|Angry|Afraid,1|3|5|6|4|2,5|4|3|2|1|6,3|4|6|1|5|2,4|3|2|5|1,2|5|6|8|7|4|3|1,2|3|5|1|4,1|2|4|3,4|1|2|3,3|1|2|4,2|1|3,3|2|1,4|5|1|3|2,4|1|2|3,4|2|5|6|3|1,1|2,7|6|2|8|3|5|1|4,9|5|3|4|2|8|7|6|1,42.11369324,-87.7609024,-1
R_114jGjyvgUKNCt7,Default Response Set,Anonymous,,,38.88.53.50,0,11/2/15 15:20,11/2/15 15:25,1,1,2,3.366,3.366,4.103,1,5,5,1,3,5,1,1,5,3.443,19.705,20.496,8,1,6,3,1,1,5,1,4,1.925,17.953,18.955,9,3,2,4,3,5,3,2,1,3.135,18.171,19.181,8,5,2,5,5,5,2,3.117,12.918,13.837,6,4,2,3,4,3,4,4,2,3,4,2,,,,,5.656,23.409,24.359,12,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,5,5,6,5,6,5,5,4,4,6,1,1,5,4,4,5,3,1,1,1,1,1,1,1,6,6,6,1,1,1,1,1,1,1,1,6,1,5,1,1,1,2,1,1,1,6,1,1,1,1,1,1,1,1,1,2,1,4,4,4,5,5,2,4,1,emotion,emotion,emotion,5.802,11.983,13.797,5,38,1,4,,5,,1.279,7.045,7.997,4,4,1.609,1.609,2.584,1,tech analyst,1.152,1.152,5.668,1,english,1.182,1.182,4.07,1,1,1.88,1.88,2.741,1,AW5FP8MFB3F7X,rfq|rmq,Anxious|Proud|Amazed|Dejected|Peaceful|Alert|Guilty|Afraid|Hopeful|Sad|Sleepy|Angry|Calm|Happy|Virtuous|Frustrated|Shy,3|6|2|4|5|1,4|2|1|5|3|6,1|6|2|3|5|4,2|1|5|3|4,1|4|7|5|2|6|3|8,1|3|4|5|2,2|1|4|3,2|3|1|4,1|3|4|2,2|1|3,1|2|3,2|4|5|1|3,2|4|3|1,5|3|6|4|1|2,2|1,5|1|6|4|8|3|2|7,4|3|7|8|6|2|5|1|9,39.73880005,-104.4083023,-1
R_3HG2Xiz0hEwoD3q,Default Response Set,Anonymous,,,72.195.144.176,0,11/2/15 15:15,11/2/15 15:25,1,1,2,5.368,5.368,6.65,1,3,1,1,6,6,4,5,3,5.356,29.59,30.524,8,6,4,,1,5,1,4,3,2.778,25.879,26.981,7,3,3,4,5,2,3,1,4,3.381,22.953,24.149,8,1,1,3,1,1,1,3.526,19.821,22.966,8,4,1,1,3,4,3,1,3,4,1,4,,,,,10.354,48.789,50.435,11,4,3,4,4,3,3,3,4,4,4,3,4,1,4,1,4,4,5,5,5,5,5,5,4,4,3,4,4,4,3,4,2,1,2,1,1,3,3,3,2,4,3,3,4,5,5,5,5,2,2,2,1,1,1,5,5,5,5,5,3,3,3,4,5,5,4,4,2,4,2,2,4,3,4,1,4,5,3,4,4,1,2,3,4,4,4,4,4,1,emotion,emotion,emotion,9.875,9.875,15.902,1,31,1,4,,3,,2.235,10.312,12.604,4,1,2.624,2.624,7.434,1,retail associate,1.276,1.276,6.66,1,English,0.771,12.473,13.055,2,1,3.811,3.811,5.315,1,A1VMLIEXDEIX9Q,rmq|rfq,Guilty|Sad|Anxious|Sleepy|Virtuous|Happy|Afraid|Angry|Peaceful|Shy|Calm|Hopeful|Amazed|Alert|Proud|Dejected|Frustrated,1|4|2|6|3|5,3|6|2|1|5|4,6|5|3|4|2|1,1|2|5|3|4,3|1|6|7|2|4|5|8,4|5|2|1|3,4|3|2|1,2|3|4|1,2|4|1|3,2|3|1,1|3|2,4|2|1|5|3,4|1|2|3,4|6|1|5|2|3,2|1,2|1|7|4|5|6|8|3,2|8|1|9|4|3|7|6|5,41.68559265,-72.73120117,-1
R_yNLErgg4RHeb9El,Default Response Set,Anonymous,,,73.230.58.251,0,11/2/15 15:09,11/2/15 15:25,1,1,2,25.451,25.451,27.458,1,5,1,5,4,3,3,3,3,7.714,66.243,68.13,8,3,5,3,1,3,3,5,3,7.17,59.32,62.053,10,3,2,2,4,5,2,1,4,5.42,54.727,56.498,8,5,2,1,4,2,2,8.311,56.903,59.092,8,3,1,2,1,5,1,3,1,2,3,3,,,,,18.745,110.978,113.251,12,1,1,1,1,1,1,3,1,3,1,3,1,2,1,2,1,1,4,1,1,2,5,2,4,4,3,4,3,3,3,4,3,2,3,1,1,6,6,6,4,5,5,2,5,4,4,4,4,6,6,6,1,1,1,1,1,1,1,2,4,3,4,3,1,1,2,2,1,2,5,5,4,1,3,4,5,3,4,2,4,1,4,1,3,4,4,2,4,1,emotion,emotion,emotion,17.697,29.829,42.759,3,47,2,4,,4,,2.715,10.866,14.353,4,4,3.162,3.162,5.152,1,Homemaker,2.487,2.487,7.278,1,English,2.131,2.131,9.274,1,1,4.258,4.258,6.27,1,A2LYOF43BKD28F,rfq|rmq,Sleepy|Afraid|Proud|Anxious|Alert|Dejected|Shy|Guilty|Hopeful|Virtuous|Frustrated|Angry|Calm|Sad|Happy|Amazed|Peaceful,5|2|1|6|3|4,6|5|2|1|3|4,5|3|1|2|4|6,4|5|2|3|1,7|2|3|8|5|1|6|4,3|1|5|2|4,2|1|4|3,2|1|4|3,2|3|1|4,1|2|3,1|2|3,5|3|2|1|4,2|3|4|1,4|3|6|5|2|1,1|2,5|7|4|1|2|8|6|3,2|5|4|9|3|1|7|6|8,39.84179688,-77.22910309,-1
R_1oz3qRPbpsXXWkg,Default Response Set,Anonymous,,,24.17.107.153,0,11/2/15 15:10,11/2/15 15:25,1,1,2,3.221,3.221,4.114,1,4,3,3,5,5,3,3,5,6.394,26.937,29.259,8,4,5,4,1,3,2,4,4,2.989,37.141,38.383,11,2,2,3,3,3,2,1,3,3.146,23.801,24.971,9,4,2,3,5,4,2,11.532,24.022,25.43,9,3,3,3,3,3,3,3,2,3,2,3,,,,,6.208,50.217,51.306,15,3,3,3,3,3,3,4,1,4,2,2,2,2,2,2,3,2,2,4,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,2,2,2,4,4,4,4,4,4,4,3,4,3,3,2,2,3,4,5,5,5,5,4,4,2,3,2,4,4,4,4,4,3,1,1,1,1,1,4,4,4,4,4,4,4,4,4,1,emotion,emotion,emotion,9.06,15.328,19.065,3,46,2,4,,5,,1.121,6.527,7.409,5,4,1.815,1.815,2.682,1,self employed,0.97,0.97,4.882,1,English,0.789,0.789,3.308,1,1,1.019,1.019,2.163,1,A1I8CXMZLWPLKI,rmq|rfq,Guilty|Hopeful|Peaceful|Angry|Sleepy|Virtuous|Calm|Amazed|Dejected|Frustrated|Shy|Sad|Alert|Proud|Anxious|Happy|Afraid,1|3|2|4|6|5,3|5|2|6|1|4,2|1|4|3|6|5,1|4|5|3|2,8|3|6|1|5|4|2|7,4|5|2|1|3,4|1|2|3,1|3|4|2,4|3|2|1,1|2|3,3|1|2,1|5|4|3|2,2|3|4|1,4|5|3|2|1|6,1|2,4|6|7|1|2|8|3|5,5|9|7|6|3|8|1|2|4,47.64759827,-122.5363998,-1
R_3gL7pUCrkmTsRqd,Default Response Set,Anonymous,,,50.9.64.91,0,11/2/15 15:14,11/2/15 15:26,1,1,2,3.073,7.787,8.508,6,2,2,5,5,6,4,2,6,6.304,42.717,43.354,14,2,1,5,2,3,2,2,5,3.507,50.121,51.006,12,3,3,3,4,5,2,2,3,3.34,51.914,52.617,13,4,2,2,6,6,5,11.183,43.413,44.172,8,3,2,4,3,4,2,4,2,2,5,2,,,,,4.925,55.243,56.058,15,1,1,1,3,1,2,2,1,3,1,1,2,3,1,1,1,2,1,1,2,2,4,3,5,4,3,4,3,4,4,5,3,4,5,2,1,5,6,5,5,1,2,4,3,4,4,4,4,5,3,4,4,4,3,1,1,1,1,2,4,1,2,3,4,2,5,3,2,2,4,3,4,4,3,1,1,2,2,1,1,2,4,3,5,5,4,5,2,1,emotion,emotion,emotion,3.829,27.767,28.481,9,24,1,8,Mixed Race (White & Black),3,,5.345,36.43,39.403,10,1,4.33,4.33,5.559,1,Prep Cook,1.144,14.532,15.863,3,English,1.089,1.089,4.177,1,1,4.64,7.922,9.128,2,AG7C4X3WKKBV,rfq|rmq,Angry|Amazed|Proud|Anxious|Shy|Happy|Guilty|Hopeful|Frustrated|Virtuous|Calm|Sad|Alert|Afraid|Dejected|Peaceful|Sleepy,4|1|3|2|6|5,4|5|2|3|1|6,5|4|1|3|2|6,5|2|3|4|1,7|4|8|6|1|5|3|2,5|2|1|3|4,4|3|2|1,3|4|2|1,4|3|2|1,2|1|3,2|1|3,1|2|3|5|4,4|2|3|1,3|2|5|4|1|6,1|2,5|8|6|2|3|4|7|1,8|5|9|1|7|3|4|6|2,28.01460266,-82.41699982,-1
R_2aKYguIlo9YxIrH,Default Response Set,Anonymous,,,23.241.89.166,0,11/2/15 15:15,11/2/15 15:26,1,1,2,8.742,8.742,18.695,1,6,4,3,6,6,6,5,6,11.231,41.447,42.661,8,1,6,1,1,4,1,6,6,18.271,53.341,54.434,8,4,5,1,6,6,1,1,1,4.581,45.982,46.956,8,6,1,4,6,6,1,5.265,31.492,32.364,6,4,3,3,3,4,3,3,3,3,4,4,,,,,20.504,86.517,87.753,14,5,5,5,5,5,5,4,4,4,4,3,4,6,4,6,6,4,4,5,5,5,6,6,6,6,6,6,6,6,6,6,3,4,4,4,4,6,5,5,5,7,4,2,7,2,2,3,3,3,3,3,3,3,3,5,4,5,4,4,4,4,4,3,4,5,4,5,5,4,3,3,6,6,4,6,6,1,6,6,4,1,4,5,5,5,4,5,5,1,emotion,emotion,emotion,10.977,21.513,26.945,3,36,2,5,,3,,1.408,10.695,12.098,4,4,2.363,2.363,3.315,1,secretarial,0.998,0.998,11,1,spanish,3.471,3.832,7.402,2,2,6.23,6.23,7.445,1,A1USC50FXMEUH1,rfq|rmq,Sleepy|Happy|Dejected|Anxious|Hopeful|Angry|Guilty|Sad|Shy|Afraid|Alert|Proud|Amazed|Peaceful|Frustrated|Calm|Virtuous,2|1|5|3|6|4,5|6|4|2|1|3,2|4|1|6|3|5,1|3|5|2|4,1|6|4|2|5|8|7|3,5|1|2|4|3,1|4|2|3,3|1|4|2,1|2|4|3,3|2|1,1|2|3,2|4|5|1|3,1|3|2|4,1|2|6|3|4|5,1|2,1|4|5|6|3|8|7|2,3|8|2|9|7|5|1|6|4,33.71400452,-117.8699951,-1
R_1CpFOQhB033K4Pi,Default Response Set,Anonymous,,,173.26.58.38,0,11/2/15 15:17,11/2/15 15:26,1,1,2,9.251,9.251,10.495,1,6,2,2,6,6,5,5,5,8.461,34.445,35.473,8,6,2,6,1,6,5,6,5,3.729,37.966,39.186,8,1,1,5,6,5,3,1,4,4.756,24.761,26.074,8,4,1,1,6,3,4,6.828,25.181,26.892,6,3,5,5,5,3,5,3,4,4,5,1,,,,,7.669,50.102,51.227,11,3,3,2,4,3,2,3,2,4,2,2,1,2,2,3,4,3,4,4,4,2,2,3,5,5,4,5,5,4,4,4,6,4,4,3,3,6,6,5,6,2,2,4,1,4,4,4,4,6,5,4,3,4,2,4,4,4,4,3,4,2,5,6,4,4,5,4,3,3,4,2,4,4,2,4,6,4,5,4,4,4,6,2,5,5,5,6,4,1,emotion,emotion,emotion,11.932,20.462,23.464,8,60,1,4,,2,,1.701,10.118,11.727,4,4,2.314,2.314,3.211,1,security officer,1.581,1.581,14.883,1,english,1.638,1.638,7.353,1,1,7.503,7.503,11.7,1,ANJYTNAHVAS1P,rmq|rfq,Angry|Peaceful|Hopeful|Frustrated|Sleepy|Proud|Virtuous|Sad|Alert|Happy|Anxious|Amazed|Shy|Dejected|Guilty|Afraid|Calm,3|6|1|4|5|2,3|1|2|5|4|6,6|5|2|1|3|4,3|4|5|1|2,8|7|4|1|6|5|2|3,3|1|5|4|2,2|1|4|3,3|4|1|2,4|1|3|2,3|2|1,1|3|2,2|1|4|3|5,2|1|4|3,1|2|6|4|5|3,2|1,3|6|2|7|5|1|8|4,4|9|7|8|5|3|2|1|6,41.33459473,-85.021698,-1
R_1E6aj5GfDJGxTDw,Default Response Set,Anonymous,,,70.210.51.198,0,11/2/15 15:21,11/2/15 15:26,1,1,2,8.596,9.526,10.339,2,5,1,2,6,3,2,1,3,2.635,17.968,19.031,8,5,6,4,1,4,2,6,5,2.965,18.894,19.825,8,1,2,4,6,5,4,1,3,2.168,18.891,19.84,8,2,3,3,3,4,4,1.183,4.589,7.421,6,1,4,5,5,2,5,5,5,3,4,1,,,,,4.28,28.42,29.537,13,2,2,1,2,1,2,3,3,3,3,4,2,2,2,3,2,2,3,2,2,3,2,2,4,5,3,4,6,5,5,5,6,7,5,4,3,6,6,6,5,1,1,1,1,4,4,3,4,4,4,5,4,3,3,3,3,2,3,2,4,3,6,6,2,1,1,1,1,2,3,3,4,3,2,1,1,3,2,1,1,3,5,6,6,6,6,7,7,1,emotion,emotion,emotion,2.175,2.175,18.722,1,32,2,4,,2,,1.264,8.754,10.461,4,4,1.549,1.549,2.509,1,housewife,1.504,1.504,7.221,1,english,0.943,1.364,6.207,2,1,1.602,1.602,2.491,1,A17AZSBZ8XLED7,rmq|rfq,Alert|Peaceful|Afraid|Guilty|Anxious|Shy|Amazed|Hopeful|Proud|Sleepy|Dejected|Calm|Happy|Frustrated|Sad|Virtuous|Angry,3|5|1|4|2|6,6|3|5|2|4|1,1|5|4|6|3|2,3|1|4|5|2,2|1|4|3|5|7|8|6,4|5|3|2|1,4|1|3|2,1|3|4|2,1|3|4|2,1|2|3,3|1|2,3|4|2|1|5,1|4|2|3,1|6|4|3|2|5,2|1,7|2|3|1|8|5|6|4,1|6|9|2|5|4|3|8|7,35.96369934,-83.92019653,-1
R_eEZ63AvceGybNHr,Default Response Set,Anonymous,,,75.111.68.105,0,11/2/15 15:14,11/2/15 15:27,1,1,2,19.596,33.222,34.517,4,6,1,3,6,6,6,4,6,309.653,329.338,330.406,9,6,1,5,1,4,1,6,4,2.38,24.492,25.888,10,1,1,6,6,3,5,1,3,2.574,22.275,23.404,10,5,1,1,4,5,5,4.607,22.331,23.46,9,1,5,3,5,1,5,3,5,4,1,5,,,,,3.972,43.659,44.829,16,5,5,5,7,6,6,4,6,7,4,4,5,4,2,6,6,6,6,4,7,4,6,5,3,2,2,2,2,2,3,3,1,1,2,1,1,5,5,5,5,6,6,4,4,6,6,6,6,2,2,2,3,3,3,6,6,6,7,6,2,3,3,2,7,7,7,7,6,5,2,2,4,5,7,5,6,4,6,6,2,1,4,4,4,2,2,2,3,1,emotion,emotion,emotion,5.269,26.81,27.748,4,33,1,4,,4,,0.892,9.32,10.92,7,2,1.61,1.61,2.903,1,Manual Laborer,0.795,0.795,5.02,1,English,0.777,0.777,3.94,1,1,2.452,2.452,3.494,1,A2L7SLNYWQ41PA,rmq|rfq,Guilty|Amazed|Alert|Dejected|Hopeful|Frustrated|Happy|Sad|Anxious|Peaceful|Afraid|Angry|Virtuous|Proud|Shy|Calm|Sleepy,6|3|5|1|4|2,2|4|6|5|3|1,4|1|3|6|2|5,3|5|2|4|1,1|5|4|3|8|7|6|2,1|4|5|2|3,2|4|3|1,3|4|1|2,3|1|4|2,2|1|3,1|3|2,2|3|5|4|1,3|1|2|4,2|4|3|1|6|5,1|2,8|5|2|3|6|1|4|7,4|6|9|3|5|8|7|2|1,40.85360718,-124.0502014,-1
R_1BQ66yU4e7W8F0Y,Default Response Set,Anonymous,,,50.26.140.218,0,11/2/15 15:17,11/2/15 15:27,1,1,2,5.562,7.032,8.068,2,4,2,3,4,3,3,4,3,5.32,31.455,32.645,8,5,3,5,1,5,1,5,5,2.774,26.756,28.753,9,2,2,5,5,3,4,1,5,11.149,32.047,33.19,8,5,2,2,5,3,5,6.396,24.862,26.066,6,3,1,3,1,5,1,3,1,3,3,4,,,,,13.93,74.425,75.826,11,4,4,4,6,1,3,5,4,6,4,4,4,4,1,4,5,5,6,6,6,6,5,5,3,3,2,2,2,2,2,2,2,1,1,1,1,4,4,4,4,4,4,4,4,6,6,6,6,1,1,1,1,1,1,6,6,5,6,6,2,1,3,2,6,6,5,6,4,4,1,1,6,4,5,1,6,5,5,6,1,1,2,2,4,3,3,3,2,1,emotion,emotion,emotion,5.803,5.803,16.653,1,36,2,4,,3,,1.375,9.511,10.444,3,4,2.19,2.19,3.496,1,testing proctor supervisor,1.124,1.124,7.199,1,English,0.791,0.791,2.952,1,1,0,0,2.544,0,A2I0V4C6YI11TC,rfq|rmq,Sad|Happy|Hopeful|Dejected|Peaceful|Guilty|Alert|Calm|Amazed|Angry|Anxious|Proud|Frustrated|Afraid|Shy|Sleepy|Virtuous,5|1|6|2|4|3,5|1|2|4|6|3,4|6|2|5|1|3,1|2|5|3|4,3|6|4|1|5|2|7|8,2|4|1|5|3,3|2|4|1,4|2|1|3,3|1|2|4,2|1|3,2|3|1,4|3|5|2|1,4|2|3|1,1|5|3|4|6|2,2|1,5|7|3|2|8|1|4|6,6|8|1|4|9|5|3|7|2,35.10339355,-102.0261002,-1
R_2uNEfM20HwAYRJD,Default Response Set,Anonymous,,,150.212.24.174,0,11/2/15 15:22,11/2/15 15:27,1,1,2,1.705,2.449,2.965,2,5,2,2,5,5,2,4,6,4.504,17.679,18.448,8,4,4,5,3,2,5,3,5,2.684,18.155,18.745,8,4,3,5,4,3,4,3,2,2.232,13.486,14.062,8,4,3,3,5,5,3,4.334,14.909,15.612,6,2,2,4,2,4,2,4,2,2,5,1,,,,,3.984,22.312,23.239,11,2,2,1,3,1,1,2,1,4,2,1,1,2,2,2,2,2,2,2,1,2,1,1,6,5,4,5,4,4,5,6,5,6,5,4,3,6,5,5,6,2,2,2,2,4,4,4,3,5,4,4,2,3,2,1,1,1,1,2,5,4,5,5,4,4,3,4,2,3,5,4,3,2,4,2,2,3,3,1,4,5,5,4,4,6,6,3,4,1,emotion,emotion,emotion,4.589,10.845,15.332,3,22,2,4,,4,,1.05,5.286,6.594,4,2,1.186,1.186,1.994,1,Research Specalist,0.873,0.873,6.076,1,English,1.015,1.015,3.862,1,1,1.463,1.463,2.289,1,A3BPTARPGHYU1N,rfq|rmq,Sleepy|Amazed|Alert|Virtuous|Angry|Shy|Dejected|Anxious|Afraid|Proud|Peaceful|Guilty|Calm|Hopeful|Sad|Frustrated|Happy,6|2|3|5|4|1,5|3|6|1|2|4,1|3|4|5|6|2,1|3|4|5|2,6|5|7|2|4|3|1|8,5|1|3|2|4,3|2|4|1,3|4|2|1,2|3|1|4,3|2|1,3|1|2,4|1|2|3|5,2|1|4|3,3|4|6|1|2|5,2|1,3|7|6|4|8|2|5|1,8|5|6|2|7|4|1|3|9,40.43440247,-80.02480316,-1
